Plot,Date_coll,Date_weigh,Fruit_type,Num_Seeds,Total_Mass,Notes
86,7/27/2011,7/28/2011,CL,3,0.0121,
58,7/27/2011,7/28/2011,CL,1,0.0047,
86,7/27/2011,7/28/2011,CL,3,0.0141,
86,7/27/2011,7/28/2011,CL,3,0.0082,
177,7/27/2011,7/28/2011,CL,2,0.0069,
145,7/27/2011,7/28/2011,CL,2,0.0074,
138,7/27/2011,7/28/2011,CL,2,0.008,
129,7/27/2011,7/28/2011,CL,3,0.0122,
139,7/27/2011,7/28/2011,CL,3,0.025,
183,7/27/2011,7/28/2011,CL,2,0.009,
70,7/27/2011,7/28/2011,CL,4,0.0106,
70,7/27/2011,7/28/2011,CL,3,0.0105,
58,7/27/2011,7/28/2011,CL,3,0.0083,
190,7/27/2011,7/28/2011,CL,2,0.0069,
179,7/27/2011,7/28/2011,CL,2,0.0108,
176,7/27/2011,7/28/2011,CL,1,0.0067,
176,7/27/2011,7/28/2011,CL,2,0.0175,
176,7/27/2011,7/28/2011,CH,4,0.0179,
176,7/27/2011,7/28/2011,CH,3,0.0235,
139,8/3/2011,8/14/2011,CL,2,0.0019,
138,8/3/2011,8/14/2011,CL,2,0.0101,
129,8/3/2011,8/14/2011,CL,3,0.023,
131,8/3/2011,8/14/2011,CL,2,0.0087,
129,8/3/2011,8/14/2011,CL,1,0.0058,
129,8/3/2011,8/14/2011,CL,3,0.0174,
129,8/3/2011,8/14/2011,CL,2,0.0117,
129,8/3/2011,8/14/2011,CL,1,0.01,
129,8/3/2011,8/14/2011,CL,3,0.019,
129,8/3/2011,8/14/2011,CL,2,0.0082,
128,8/3/2011,8/14/2011,CL,1,0.0058,
128,8/3/2011,8/14/2011,CL,2,0.0077,
127,8/3/2011,8/14/2011,CL,1,0.004,
127,8/3/2011,8/14/2011,CL,2,0.0104,
125,8/3/2011,8/14/2011,CL,2,0.0122,
125,8/3/2011,8/14/2011,CL,3,0.0179,
125,8/3/2011,8/14/2011,CL,2,0.0106,
125,8/3/2011,8/14/2011,CL,2,0.011,
121,8/3/2011,8/14/2011,CL,2,0.0105,
116,8/3/2011,8/14/2011,CL,2,0.009,
116,8/3/2011,8/14/2011,CL,2,0.0085,
110,8/3/2011,8/14/2011,CL,1,0.0076,
107,8/3/2011,8/14/2011,CL,2,0.012,
103,8/3/2011,8/14/2011,CL,1,0.008,
110,8/3/2011,8/14/2011,CL,1,0.0073,
127,8/3/2011,8/14/2011,CL,2,0.015,
91,8/3/2011,8/14/2011,CL,1,0.0054,
184,8/3/2011,8/14/2011,CL,2,0.0062,
184,8/3/2011,8/14/2011,CL,1,0.0028,
184,8/3/2011,8/14/2011,CL,2,0.0043,
176,8/3/2011,8/14/2011,CL,2,0.0115,
176,8/3/2011,8/14/2011,CL,2,0.0066,
195,8/3/2011,8/14/2011,CL,2,0.0079,
171,8/3/2011,8/14/2011,CL,2,0.012,
178,8/3/2011,8/14/2011,CL,1,0.006,
178,8/3/2011,8/14/2011,CL,1,0.0083,
178,8/3/2011,8/14/2011,CL,1,0.0079,
190,8/3/2011,8/14/2011,CL,2,0.0035,
190,8/3/2011,8/14/2011,CL,1,0.0012,
193,8/3/2011,8/14/2011,CL,1,0.0045,
197,8/3/2011,8/14/2011,CL,3,0.0151,
197,8/3/2011,8/14/2011,CL,1,0.0068,
144,8/3/2011,8/14/2011,CL,2,0.0046,
144,8/3/2011,8/14/2011,CL,1,0.0051,
190,8/3/2011,8/14/2011,CL,2,0.006,
60,8/3/2011,8/14/2011,CL,1,0.0027,
60,8/3/2011,8/14/2011,CL,3,0.0113,
70,8/3/2011,8/14/2011,CL,2,0.0077,
75,8/3/2011,8/14/2011,CL,2,0.0112,
84,8/3/2011,8/14/2011,CL,1,0.0083,
93,8/3/2011,8/14/2011,CL,2,0.0056,
84,8/3/2011,8/14/2011,CL,3,0.0169,
87,8/3/2011,8/14/2011,CL,2,0.0085,
4,8/11/2011,8/15/2011,CH,3,0.0108,
58,8/11/2011,8/15/2011,CH,6,0.0394,
58,8/11/2011,8/15/2011,CH,3,0.0132,
58,8/11/2011,8/15/2011,CH,6,0.0247,
58,8/11/2011,8/15/2011,CH,3,0.0193,
57,8/11/2011,8/15/2011,CH,2,0.0152,
56,8/11/2011,8/15/2011,CL,3,0.0089,
41,8/11/2011,8/15/2011,CL,1,0.0072,
35,8/11/2011,8/15/2011,CL,1,0.0046,
35,8/11/2011,8/15/2011,CL,1,0.0071,
55,8/11/2011,8/15/2011,CL,2,0.0109,
31,8/11/2011,8/15/2011,CL,2,0.0071,
23,8/11/2011,8/15/2011,CL,2,0.0114,
22,8/11/2011,8/15/2011,CL,2,0.0174,
22,8/11/2011,8/15/2011,CL,2,0.0215,
24,8/11/2011,8/15/2011,CL,2,0.0061,
22,8/11/2011,8/15/2011,CL,2,0.0183,
22,8/11/2011,8/15/2011,CL,2,0.0128,
16,8/11/2011,8/15/2011,CL,2,0.0115,
14,8/11/2011,8/15/2011,CL,3,0.018,
6,8/11/2011,8/15/2011,CL,2,0.0125,
23,8/11/2011,8/15/2011,CL,2,0.0062,
23,8/11/2011,8/15/2011,CL,2,0.0055,
10,8/11/2011,8/15/2011,CL,2,0.0084,
189,8/11/2011,8/15/2011,CL,2,0.0048,
170,8/11/2011,8/15/2011,CL,1,0.0074,
180,8/11/2011,8/15/2011,CL,1,0.005,
187,8/11/2011,8/15/2011,CL,2,0.0132,
187,8/11/2011,8/15/2011,CL,3,0.0159,
190,8/11/2011,8/15/2011,CH,2,0.0121,
191,8/11/2011,8/15/2011,CL,2,0.0159,
165,8/11/2011,8/15/2011,CH,3,0.0207,
2,8/11/2011,8/15/2011,CL,2,0.0108,
103,8/11/2011,8/15/2011,CL,4,0.0206,
99,8/11/2011,8/15/2011,CL,1,0.0076,
82,8/11/2011,8/15/2011,CL,2,0.0134,
71,8/11/2011,8/15/2011,CH,4,0.0196,
70,8/11/2011,8/15/2011,CL,5,0.0102,
53,8/11/2011,8/15/2011,CL,2,0.0078,
53,8/11/2011,8/15/2011,CL,2,0.0132,
165,8/11/2011,8/15/2011,CL,1,0.0047,
170,8/11/2011,8/15/2011,CL,2,0.0064,
180,8/11/2011,8/15/2011,CL,1,0.0088,
180,8/11/2011,8/15/2011,CL,1,0.0024,
188,8/11/2011,8/15/2011,CL,1,0.0086,
188,8/11/2011,8/15/2011,CL,2,0.0077,one seed is very small
194,8/11/2011,8/15/2011,CL,2,0.0079,
194,8/11/2011,8/15/2011,CL,3,0.0222,very dark seeds
35,8/11/2011,8/15/2011,CL,3,0.0125,
8,8/11/2011,8/15/2011,CL,2,0.0051,
11,8/11/2011,8/15/2011,CL,2,0.0045,
21,8/11/2011,8/15/2011,CL,2,0.0064,
22,8/11/2011,8/15/2011,CL,2,0.0154,
23,8/11/2011,8/15/2011,CL,2,0.0096,
5,8/11/2011,8/15/2011,CL,4,0.0177,
2,9/17/2011,9/22/2011,CL,1,0.0061,
2,9/17/2011,9/22/2011,CL,1,0.0041,
4,9/17/2011,9/22/2011,CL,1,0.0056,
4,9/17/2011,9/22/2011,CL,2,0.0182,
5,9/17/2011,9/22/2011,CH,6,0.0312,
5,9/17/2011,9/22/2011,CH,3,0.0163,
5,9/17/2011,9/22/2011,CH,4,0.0261,
5,9/17/2011,9/22/2011,CH,3,0.0239,
5,9/17/2011,9/22/2011,CH,4,0.0290,
5,9/17/2011,9/22/2011,CH,3,0.0151,
5,9/17/2011,9/22/2011,CH,3,0.0163,
5,9/17/2011,9/22/2011,CL,1,0.0108,
5,9/17/2011,9/22/2011,CL,3,0.0140,
5,9/17/2011,9/22/2011,CL,2,0.0100,
5,9/17/2011,9/22/2011,CL,2,0.0156,
5,9/17/2011,9/22/2011,CL,3,0.0145,
5,9/17/2011,9/22/2011,CL,2,0.0116,
5,9/17/2011,9/22/2011,CL,2,0.0160,
5,9/17/2011,9/22/2011,CL,2,0.0077,
5,9/17/2011,9/22/2011,CL,2,0.0158,
5,9/17/2011,9/22/2011,CL,1,0.0108,
5,9/17/2011,9/22/2011,CL,1,0.0095,
5,9/17/2011,9/22/2011,CL,1,0.0057,
5,9/17/2011,9/22/2011,CL,2,0.0139,
5,9/17/2011,9/22/2011,CL,1,0.0069,
5,9/17/2011,9/22/2011,CL,2,0.0112,
1,9/17/2011,9/22/2011,CL,1,0.0069,
1,9/17/2011,9/22/2011,CL,1,0.0065,
1,9/17/2011,9/22/2011,CL,1,0.0056,
1,9/17/2011,9/22/2011,CH,2,0.0103,
2,9/17/2011,9/22/2011,CH,2,0.0144,
2,9/17/2011,9/22/2011,CH,3,0.0176,
2,9/17/2011,9/22/2011,CH,2,0.0076,
2,9/17/2011,9/22/2011,CH,2,0.0137,
2,9/17/2011,9/22/2011,CH,1,0.0052,
2,9/17/2011,9/22/2011,CH,2,0.0131,
2,9/17/2011,9/22/2011,CL,1,0.0067,
2,9/17/2011,9/22/2011,CL,1,0.0074,
2,9/17/2011,9/22/2011,CH,3,0.0107,
2,9/17/2011,9/22/2011,CH,4,0.0204,
2,9/17/2011,9/22/2011,CL,1,0.0047,
2,9/17/2011,9/22/2011,CL,1,0.0026,
2,9/17/2011,9/22/2011,CL,1,0.0040,
2,9/17/2011,9/22/2011,CL,1,0.0035,
2,9/17/2011,9/22/2011,CL,1,0.0025,
2,9/17/2011,9/22/2011,CH,2,0.0094,
2,9/17/2011,9/22/2011,CH,4,0.0207,
3,9/17/2011,9/22/2011,CL,1,0.0045,
63,8/31/2011,9/22/2011,CL,4,0.0302,
63,8/31/2011,9/22/2011,CL,2,0.0067,
63,8/31/2011,9/22/2011,CH,2,0.0052,
64,8/31/2011,9/22/2011,CL,3,0.0088,
72,8/31/2011,9/22/2011,CH,4,0.0180,
72,8/31/2011,9/22/2011,CH,4,0.0258,
72,8/31/2011,9/22/2011,CH,3,0.0034,
75,8/31/2011,9/22/2011,CH,4,0.0144,
72,8/31/2011,9/22/2011,CH,5,0.0129,
73,9/17/2011,9/22/2011,CL,1,0.0022,
64,8/31/2011,9/22/2011,CH,6,0.0413,
64,8/31/2011,9/22/2011,CL,4,0.0304,
70,8/31/2011,9/22/2011,CH,4,0.0093,
70,8/31/2011,9/22/2011,CH,2,0.0070,
70,8/31/2011,9/22/2011,CH,3,0.0027,
70,8/31/2011,9/22/2011,CH,5,0.011,
71,8/31/2011,9/22/2011,CL,1,0.0025,
71,8/31/2011,9/22/2011,CL,1,0.0027,
71,8/31/2011,9/22/2011,CL,2,0.0098,
71,8/31/2011,9/22/2011,CL,2,0.0108,
71,8/31/2011,9/22/2011,CL,2,0.0137,
71,8/31/2011,9/22/2011,CH,3,0.0088,
71,8/31/2011,9/22/2011,CH,4,0.0152,
71,8/31/2011,9/22/2011,CH,6,0.0176,
71,8/31/2011,9/22/2011,CH,3,0.0246,
71,8/31/2011,9/22/2011,CH,3,0.0134,
70,8/31/2011,9/22/2011,CH,5,0.0287,
70,8/31/2011,9/22/2011,CH,3,0.0111,
70,8/31/2011,9/22/2011,CH,4,0.0114,
1,9/17/2011,9/23/2011,CH,2,0.0111,
1,9/17/2011,9/23/2011,CH,2,0.009,
3,9/17/2011,9/23/2011,CH,5,0.0371,
1,9/17/2011,9/23/2011,CH,3,0.0096,
1,9/17/2011,9/23/2011,CH,3,0.0024,
1,9/17/2011,9/23/2011,CH,3,0.0183,
1,9/17/2011,9/23/2011,CH,4,0.0232,
1,9/17/2011,9/23/2011,CH,3,0.014,
1,9/17/2011,9/23/2011,CH,3,0.0218,
2,9/17/2011,9/23/2011,CH,2,0.0095,
2,9/17/2011,9/23/2011,CH,2,0.0106,
1,9/17/2011,9/23/2011,CH,3,0.021,
1,9/17/2011,9/23/2011,CH,3,0.0146,
1,9/17/2011,9/23/2011,CH,2,0.005,
3,9/17/2011,9/23/2011,CL,1,0.0092,
3,9/17/2011,9/23/2011,CL,1,0.007,
2,9/17/2011,9/23/2011,CH,2,0.0082,
2,9/17/2011,9/23/2011,CH,1,0.0068,
2,9/17/2011,9/23/2011,CH,1,0.0073,
2,9/17/2011,9/23/2011,CH,2,0.0126,
2,9/17/2011,9/23/2011,CH,3,0.0199,
2,9/17/2011,9/23/2011,CH,3,0.0178,
2,9/17/2011,9/23/2011,CH,2,0.0148,
2,9/17/2011,9/23/2011,CH,2,0.0111,
8,8/23/2011,9/23/2011,CH,4,0.0244,
11,8/23/2011,9/23/2011,CL,2,0.0166,
8,8/23/2011,9/23/2011,CL,3,0.0125,
8,8/23/2011,9/23/2011,CL,1,0.0088,
8,8/23/2011,9/23/2011,CH,5,0.019,
10,8/23/2011,9/23/2011,CL,3,0.0188,
7,8/23/2011,9/23/2011,CL,3,0.0205,
3,9/17/2011,9/23/2011,CL,2,0.0115,
5,8/23/2011,9/23/2011,CH,3,0.0167,
4,8/23/2011,9/23/2011,CH,1,0.011,
4,8/23/2011,9/23/2011,CL,4,0.0138,
4,8/23/2011,9/23/2011,CH,3,0.009,
2,8/23/2011,9/23/2011,CL,1,0.004,
2,8/23/2011,9/23/2011,CL,1,0.0071,
2,8/23/2011,9/23/2011,CL,1,0.0108,
1,8/23/2011,9/23/2011,CH,6,0.0369,
11,8/23/2011,9/23/2011,CL,2,0.0143,
2,8/23/2011,9/23/2011,CL,2,0.0061,
163,8/24/2011,9/24/2011,CH,4,0.0426,
103,8/24/2011,9/24/2011,CH,2,0.0129,
103,8/24/2011,9/24/2011,CH,4,0.0265,
103,8/24/2011,9/24/2011,CH,5,0.0432,
103,8/24/2011,9/24/2011,CH,6,0.0374,
103,8/24/2011,9/24/2011,CH,3,0.02,
114,8/24/2011,9/24/2011,CH,4,0.0287,
12,8/23/2011,9/24/2011,CL,2,0.011,
110,8/24/2011,9/24/2011,CL,2,0.0031,
110,8/24/2011,9/24/2011,CH,1,0.002,
110,8/24/2011,9/24/2011,CH,2,0.0105,
12,8/23/2011,9/24/2011,CL,2,0.0102,
110,8/24/2011,9/24/2011,CH,4,0.026,
106,8/24/2011,9/24/2011,CH,2,0.0174,
104,8/24/2011,9/24/2011,CL,2,0.0162,
2,8/23/2011,9/24/2011,CH,4,0.0189,
104,8/24/2011,9/24/2011,CL,2,0.0151,
14,8/23/2011,9/24/2011,CL,2,0.0097,
14,8/23/2011,9/24/2011,CL,2,0.085,
14,8/23/2011,9/24/2011,CL,1,0.0044,
12,8/23/2011,9/24/2011,CL,3,0.0237,
114,8/24/2011,9/24/2011,CL,1,0.0097,
107,8/24/2011,9/24/2011,CL,4,0.0342,
9,8/23/2011,9/24/2011,CL,1,0.0103,
9,8/23/2011,9/24/2011,CL,3,1.017,
9,8/23/2011,9/24/2011,CL,2,0.0097,
7,8/23/2011,9/24/2011,CL,2,0.0154,
103,8/24/2011,9/24/2011,CL,2,0.0165,
102,8/24/2011,9/24/2011,CL,4,0.0285,
102,8/24/2011,9/24/2011,CH,4,0.0268,
6,8/23/2011,9/24/2011,CL,1,0.0061,
6,8/23/2011,9/24/2011,CL,1,0.0067,
6,8/23/2011,9/24/2011,CH,3,0.0069,
6,8/23/2011,9/24/2011,CH,4,0.0167,
187,8/26/2011,9/25/2011,CL,3,0.012,
187,8/26/2011,9/25/2011,CL,2,0.016,
187,8/26/2011,9/25/2011,CL,3,0.0199,
187,8/26/2011,9/25/2011,CL,3,0.0196,
187,8/26/2011,9/25/2011,CL,2,0.0149,
186,8/26/2011,9/25/2011,CL,2,0.0094,
185,8/26/2011,9/25/2011,CL,1,0.0063,
118,8/24/2011,9/25/2011,CL,3,0.0175,
184,8/24/2011,9/25/2011,CL,1,0.0049,
184,8/26/2011,9/25/2011,CL,2,0.0129,
183,8/26/2011,9/25/2011,CL,2,0.0138,
185,8/26/2011,9/25/2011,CL,2,0.0122,
183,8/26/2011,9/25/2011,CL,2,0.0101,
183,8/26/2011,9/25/2011,CL,1,0.006,
183,8/26/2011,9/25/2011,CL,3,0.0204,
183,8/26/2011,9/25/2011,CL,3,0.0168,
183,8/26/2011,9/25/2011,CL,2,0.0123,
188,8/26/2011,9/25/2011,CL,3,0.0189,
188,8/26/2011,9/25/2011,CL,1,0.0104,
188,8/26/2011,9/25/2011,CL,2,0.0125,
188,8/26/2011,9/25/2011,CL,1,0.0101,
190,8/26/2011,9/25/2011,CL,1,0.0113,
190,8/26/2011,9/25/2011,CL,2,0.0133,
190,8/26/2011,9/25/2011,CL,2,0.007,
116,8/24/2011,9/25/2011,CH,1,0.0109,
119,8/24/2011,9/25/2011,CL,1,0.0022,
